,시도교육청,자료명,"파일명(활동명, 자료제목)",자료유형,활동 유형,학교급,시간(차시),과목명,환경교육역량,장소,환경주제,SDGs목표,교수학습방법,성취기준
344,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_3,사례 모음,"교육과정 연계, 실천문화 조성",중학교,,"국어, 영어, 수학, 환경","환경감수성, 창의적 문제해결 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","관찰, 창작, 노작","[9과01-03]	인류의 지속가능한 삶을 위한 과학기술의 중요성과 역할에 대해 토의하고, 개인과 사회 차원의 활동 방안을 찾아 실천할 수 있다. [9과17-01]	지구 대기권을 4개 권역으로 구분하며, 온실효과와 지구온난화를 복사 평형의 관점으로 설명할 수 있다. [9사(지리)08-01]	우리나라의 매력적인 자연 경관과 역사⋅문화적 명소를 조사하고, 국토의 아름다움을 느낀다."
345,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_4,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"국어, 미술, 기타","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","창작, 관찰, 체험","[6실02-11]	생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다. [6과05-03]        생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다. [6사02-01]	우리나라의 계절별 기후 특징을 자료에서 탐구하고, 기후변화로 인한 자연재해의 심각성을 이해한다."
346,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_5,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"환경, 기타","환경감수성, 실천의지","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 기후변화","프로젝트, 캠페인, 체험","""[9과17-01]	지구 대기권을 4개 권역으로 구분하며, 온실효과와 지구온난화를 복사 평형의 관점으로 설명할 수 있다. [9기가03-10]	기후변화, 환경 오염, 에너지 자원 고갈 등과 같은 문제는 기술의 발달과 밀접한 관계가 있음을 이해하고, 친환경 에너지 자원의 필요성을 인식한다. [9사(지리)12-03]	지구촌의 주요 환경 문제를 조사하고, 지속가능한 미래를 위한 개인적, 사회적 차원의 노력을 탐색한다."""
347,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_6,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"기타, 환경","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 놀이환경","육상생태계, 양질의 교육","놀이, 체험, 프로젝트","[6실02-11]생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다. [4도04-02]	인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다. [6과05-03]	생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다."
348,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_7,사례 모음,"교육과정 연계, 진로 연계",중학교,,"과학, 진로, 기타","환경감수성, 환경 정보 활용 능력","운동장(야외), 학교밖","자연환경, 지구환경","기후변화, 육상생태계","조사, 체험, 관찰","[4도04-02]        인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다. [4사09-01]        생활 주변에서 찾을 수 있는 여러 가지 문제를 파악하고, 그 문제를 합리적으로 해결하는 능력을 기른다. [6실02-11]        생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
349,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_8,사례 모음,"실천문화 조성, 지역 연계",초등학교전체,,"체육, 기타","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","건강한 삶과 웰빙, 육상생태계","체험, 관찰","[4사09-01]우리 지역(학교) 주변에서 일어나는 여러 가지 문제를 찾아보고, 그 문제를 해결하기 위해 노력하는 태도를 가진다. [4도04-02]	자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다. [4과05-01]	학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
350,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_9,사례 모음,"교육과정 연계, 실천문화 조성",고등학교,,"농업, 환경, 기타","환경감수성, 시스템 사고",운동장(야외),"자연환경, 물환경","육상생태계, 깨끗한 물과 위생","노작, 관찰, 프로젝트","[10통과2-01-02]생물다양성을 유전적 다양성, 종 다양성, 생태계 다양성으로 설명하고, 생물다양성을 보전하기 위한 구체적인 사례와 실천 방안을 탐색한다. [12생태02-03]	서식지 파편화가 생물다양성에 미치는 영향을 조사하고, 생물다양성 보전을 위한 서식지 보전 및 복원 방안을 탐색한다. [10통사08-02]	지구촌의 환경 문제를 해결하기 위한 국제 사회의 노력과 환경 보전을 위한 개인적⋅사회적 차원의 노력을 조사하고, 지속가능한 환경을 위한 실천 방안을 모색한다."
351,충남,2023 학교숲 조성교 운영 사례,충남_2023_학교숲 조성교 운영 사례_10,사례 모음,"학생주도/자치 활동, 실천문화 조성",고등학교,,"환경, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","노작, 창작, 체험","[12생태02-03]	서식지 파편화가 생물다양성에 미치는 영향을 조사하고, 생물다양성 보전을 위한 서식지 보전 및 복원 방안을 탐색한다. [10통과2-01-02]	생물다양성을 유전적 다양성, 종 다양성, 생태계 다양성으로 설명하고, 생물다양성을 보전하기 위한 구체적인 사례와 실천 방안을 탐색한다. [10통사08-02]	지구촌의 환경 문제를 해결하기 위한 국제 사회의 노력과 환경 보전을 위한 개인적⋅사회적 차원의 노력을 조사하고, 지속가능한 환경을 위한 실천 방안을 모색한다."
352,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_1,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 기타","환경감수성, 생태수양","운동장(야외), 일반교실",자연환경,"육상생태계, 생명윤리","체험, 노작, 관찰","[4과04-03]생물의 한살이 과정을 조사하여 생물에 따라 한살이의 유형이 다양함을 소개하는 자료를 만들어 공유할 수 있다. [6실04-03]	생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다. [6실04-09]	동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업의 순환과 미래 가치를 인식한다."
353,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_2,사례 모음,"환경 동아리, 교육과정 연계",중학교,6,"과학, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 학교밖",자연환경,"육상생태계, 기후변화","조사, 캠페인, 견학과 체험","[9과02-05]	생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다. [9과17-01]	지구 대기권을 4개 권역으로 구분하며, 온실효과와 지구온난화를 복사 평형의 관점으로 설명할 수 있다. [9사(지리)12-03]	지구촌의 주요 환경 문제를 조사하고, 지속가능한 미래를 위한 개인적, 사회적 차원의 노력을 탐색한다."
354,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_3,사례 모음,"학생주도/자치 활동, 교육과정 연계",초등학교전체,,"과학, 기타","환경감수성, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 기후변화","프로젝트, 관찰, 놀이","[4과05-02]        식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다. [6실04-03]        생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다.        [6실02-11]        생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
355,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_4,사례 모음,"환경 동아리, 실천문화 조성",중학교,,"기타, 기술가정","환경감수성, 협동과공동체 역량",운동장(야외),자연환경,육상생태계,"노작, 체험","[9기가04-02]생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다. [9환02-01]	학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다. [9기가04-01]	농업의 역할과 중요성을 이해하고, 생활 속의 농업 체험을 통해 농업의 소중함을 인식한다. "
356,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_5,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"실과, 과학, 기타",환경감수성,"운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","체험, 해설, 노작","[6과05-03]        생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다. [4도04-02]        자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다. [6실04-03]        생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다."
357,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_6,사례 모음,"지역 연계, 실천문화 조성",중학교,,"과학, 사회, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 학교밖","자연환경, 생활환경","육상생태계, 지속가능한 생산과 소비, 건강한 삶과 웰빙","노작, 견학과 체험, 프로젝트","[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9기가04-01] 농업의 역할과 중요성을 이해하고, 생활 속의 농업 체험을 통해 농업의 소중함을 인식한다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다."
358,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_7,사례 모음,교육과정 연계,초등학교전체,,"과학, 실과, 사회, 도덕","환경감수성, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 생활환경, 지구환경","육상생태계, 기후변화, 지속가능한 생산과 소비","관찰, 조사, 견학과 체험, 노작","[6사08-02] 기후 위기 등과 같은 지구촌의 주요 환경 문제를 조사하고, 이를 해결하기 위한 국제기구, 국가, 시민 단체, 개인의 노력을 찾아본다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
359,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_8,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 기타","환경감수성, 협동과공동체 역량",운동장(야외),자연환경,"육상생태계, 건강한 삶과 웰빙","놀이, 노작, 체험","[6실04-02] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
360,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_9,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 미술","환경감수성, 창의적 문제해결 역량","운동장(야외), 학교밖","자연환경, 지구환경","육상생태계, 해양생태계, 기후변화","관찰, 조사, 견학과 체험, 프로젝트","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6사08-02] 기후 위기 등과 같은 지구촌의 주요 환경 문제를 조사하고, 이를 해결하기 위한 국제기구, 국가, 시민 단체, 개인의 노력을 찾아본다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
361,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_10,사례 모음,"교육과정 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 국어, 미술",환경감수성,"운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","노작, 관찰, 창작","[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
362,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_11,사례 모음,"환경 동아리, 실천문화 조성",중학교,,"과학, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 일반교실","자연환경, 생활환경",육상생태계,"노작, 관찰, 체험","[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9기가04-01] 농업의 역할과 중요성을 이해하고, 생활 속의 농업 체험을 통해 농업의 소중함을 인식한다."
363,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_12,사례 모음,"교육과정 연계, 실천문화 조성",중학교,,"환경, 과학, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 일반교실","자연환경, 생활환경","기후변화, 지속가능한 생산과 소비, 육상생태계","노작, 프로젝트, 캠페인","[9사(지리)12-03] 지구촌의 주요 환경 문제를 조사하고, 지속가능한 미래를 위한 개인적, 사회적 차원의 노력을 탐색한다.
[9과17-01] 지구 대기권을 4개 권역으로 구분하며, 온실효과와 지구온난화를 복사 평형의 관점으로 설명할 수 있다.
[9기가03-10] 기후변화, 환경 오염, 에너지 자원 고갈 등과 같은 문제는 기술의 발달과 밀접한 관계가 있음을 이해하고, 친환경 에너지 자원의 필요성을 인식한다."
364,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_13,사례 모음,"교육과정 연계, 학생주도/자치 활동",중학교,,"과학, 미술, 도덕, 기타","생태수양, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 환경문화","육상생태계, 건강한 삶과 웰빙","관찰, 창작, 노작","[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다."
365,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_14,사례 모음,교육과정 연계,초등학교전체,,"실과, 과학",환경감수성,운동장(야외),자연환경,육상생태계,"노작, 관찰, 체험","[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다.
[6실04-03] 생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다. (식물 가꾸기 적용)
[6실04-09] 동식물 자원의 친환경 농업 사례를 통해 지속가능한 농업의 순환과 미래 가치를 인식한다."
366,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_15,사례 모음,"실천문화 조성, 환경 동아리",중학교,,"환경, 미술, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 일반교실","자연환경, 생활환경","육상생태계, 지속가능한 생산과 소비","노작, 창작, 전시","[9사(지리)12-03] 지구촌의 주요 환경 문제를 조사하고, 지속가능한 미래를 위한 개인적, 사회적 차원의 노력을 탐색한다.
[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9환03-01] 자원의 유한성을 인식하고, 지속가능한 삶을 위해 자원순환을 실천하는 태도를 기른다."
367,충남,2023 자연생태학습장 운영 사례,충남_2023_자연생태학습장 운영 사례_16,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 기타","환경감수성, 협동과공동체 역량",운동장(야외),자연환경,"육상생태계, 건강한 삶과 웰빙","놀이, 노작, 체험","[6실04-03] 생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다. (식물 가꾸기 적용)
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다."
368,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_1,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 사회","환경감수성, 협동과공동체 역량","운동장(야외), 학교밖","자연환경, 생활환경","육상생태계, 지속가능한 도시개발","노작, 체험, 프로젝트","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6사08-02] 기후 위기 등과 같은 지구촌의 주요 환경 문제를 조사하고, 이를 해결하기 위한 국제기구, 국가, 시민 단체, 개인의 노력을 찾아본다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다."
369,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_2,사례 모음,"실천문화 조성, 환경 동아리",고등학교,,"과학, 기타","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","관찰, 노작, 체험","[10통과2-01-02] 생물다양성을 유전적 다양성, 종 다양성, 생태계 다양성으로 설명하고, 생물다양성을 보전하기 위한 구체적인 사례와 실천 방안을 탐색한다.
[12생태01-02] 자연환경의 심미적 가치를 인식하고 생태적 감수성을 기르며, 인간과 환경의 조화로운 삶을 지향하는 태도를 가진다.
[10통사08-02] 지구촌의 환경 문제를 해결하기 위한 국제 사회의 노력과 환경 보전을 위한 개인적⋅사회적 차원의 노력을 조사하고, 지속가능한 환경을 위한 실천 방안을 모색한다."
370,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_3,사례 모음,"지역 연계, 교육과정 연계",초등학교전체,,"과학, 실과, 기타","환경감수성, 협동과공동체 역량",운동장(야외),자연환경,"육상생태계, 지속가능한 도시개발","놀이, 노작, 체험","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6실04-03] 생활 속 동물을 활용 목적에 따라 분류하고, 돌보고 기르는 과정을 실행한다. (식물 가꾸기 활동 적용)"
371,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_4,사례 모음,실천문화 조성,중학교,,"과학, 환경",환경감수성,운동장(야외),자연환경,"육상생태계, 깨끗한 물과 위생","관찰, 체험","[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다."
372,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_5,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"체육, 과학, 실과","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","놀이, 체험, 노작","[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
373,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_6,사례 모음,"교육과정 연계, 환경 동아리",초등학교전체,,"국어, 미술, 과학, 실과","환경감수성, 창의적 문제해결 역량","운동장(야외), 일반교실","자연환경, 환경문화","육상생태계, 양질의 교육","창작, 관찰, 노작, 전시","[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4미02-04] 미술 활동에 타 교과 내용이나 주제 등을 활용한다. (또는 자연물 등을 활용하여 주제를 표현한다)"
374,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_7,사례 모음,"교육과정 연계, 지역 연계",중학교,,"과학, 기술가정, 기타","환경감수성, 창의적 문제해결 역량",운동장(야외),자연환경,"육상생태계, 기후변화","프로젝트, 노작, 관찰","[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다."
375,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_8,사례 모음,실천문화 조성,고등학교,,"기타, 환경","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","체험, 관찰","[12생태01-02] 자연환경의 심미적 가치를 인식하고 생태적 감수성을 기르며, 인간과 환경의 조화로운 삶을 지향하는 태도를 가진다.
[10통사08-02] 지구촌의 환경 문제를 해결하기 위한 국제 사회의 노력과 환경 보전을 위한 개인적⋅사회적 차원의 노력을 조사하고, 지속가능한 환경을 위한 실천 방안을 모색한다.
[10통과2-01-02] 생물다양성을 유전적 다양성, 종 다양성, 생태계 다양성으로 설명하고, 생물다양성을 보전하기 위한 구체적인 사례와 실천 방안을 탐색한다."
376,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_9,사례 모음,"지역 연계, 교육과정 연계",중학교,,"과학, 수학, 기타","환경감수성, 생태수양",운동장(야외),자연환경,"육상생태계, 생명윤리","관찰, 조사, 프로젝트","[9과02-05] 생물다양성 보전의 필요성을 이해하고, 생물다양성 유지를 위한 방안을 조사하고 실천할 수 있다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9기가05-01] 수송 수단과 관련된 환경 문제를 이해하고, 이를 해결하기 위한 친환경 수송 기술을 탐색한다. (또는 [9수04-01] 다각형의 둘레와 넓이를 구할 수 있다 - 융합 수업 관련)"
377,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_10,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 기타","환경감수성, 협동과공동체 역량","운동장(야외), 일반교실",자연환경,"육상생태계, 지속가능한 도시개발","놀이, 체험, 노작","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다."
378,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_11,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"과학, 실과, 사회","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 생활환경","육상생태계, 지속가능한 도시개발","노작, 체험, 프로젝트","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[6실04-01] 생활 속 식물을 활용 목적에 따라 분류하고, 가꾸기 과정을 실행한다.
[6사08-02] 기후 위기 등과 같은 지구촌의 주요 환경 문제를 조사하고, 이를 해결하기 위한 국제기구, 국가, 시민 단체, 개인의 노력을 찾아본다."
379,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_12,사례 모음,"지역 연계, 실천문화 조성",초등학교전체,,"과학, 실과, 기타","환경감수성, 생태수양",운동장(야외),"자연환경, 생활환경","육상생태계, 건강한 삶과 웰빙","놀이, 체험, 노작","[4과05-01] 학교나 우리 집 주변 등 여러 곳에 사는 식물을 관찰하여 특징을 알아보고, 식물이 사는 곳의 환경과 관련지어 설명할 수 있다.
[4도04-02] 자연을 아끼고 사랑하는 마음을 지니며, 자연 보호를 위한 생활 속 실천 방법을 익혀 습관화한다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
380,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_13,사례 모음,"교육과정 연계, 지역 연계",초등학교전체,,"사회, 과학, 기타","환경감수성, 협동과공동체 역량",운동장(야외),"자연환경, 환경문화","육상생태계, 지속가능한 도시개발","관찰, 조사, 노작","[6과05-03] 생태계 보전과 생물다양성의 중요성을 알고, 생태계 위기 해결 방안을 토의할 수 있다.
[4과05-02] 식물의 한살이 관찰 계획을 세워 식물을 기르면서 한살이를 관찰하고, 식물의 한살이 과정을 설명할 수 있다.
[6실02-11] 생태 지향적 삶을 위해 자신의 의식주 생활에서 할 수 있는 구체적인 행동을 계획하여 실천한다."
381,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_14,사례 모음,"교육과정 연계, 학생주도/자치 활동",중학교,,"미술, 과학, 기타","창의적 문제해결 역량, 환경감수성",운동장(야외),자연환경,육상생태계,"창작, 관찰, 노작","[9기가04-02] 생활 속의 식물이나 동물을 활용 목적에 맞게 기르고 돌본다.
[9환02-01] 학교나 지역 생태계를 탐사하여 생태계 구성 요소 간의 관계를 이해하고, 생태적 감수성을 기른다.
[9미02-03] 표현 주제와 의도에 적합한 조형 요소와 원리, 표현 재료와 용구, 표현 방법 등을 탐색하여 효과적으로 표현한다."
382,충남,2024 학교숲 조성교 운영 사례,충남_2024_학교숲 조성교 운영 사례_15,사례 모음,"교육과정 연계, 실천문화 조성",중학교,,"기타, 미술","창의적 문제해결 역량, 생태수양",운동장(야외),"자연환경, 환경문화","육상생태계, 건강한 삶과 웰빙","창작, 프로젝트, 체험","[9기가05-03] 건설 구조물의 특징과 종류를 이해하고, 창의적인 건설 구조물을 구상하여 모형을 만든다.
[9사(지리)12-03] 지구촌의 주요 환경 문제를 조사하고, 지속가능한 미래를 위한 개인적, 사회적 차원의 노력을 탐색한다.
[9과17-01] 지구 대기권을 4개 권역으로 구분하며, 온실효과와 지구온난화를 복사 평형의 관점으로 설명할 수 있다."
